movieId,title,bagofwords
3334,Key Largo (1948), humphreybogart edwardg.robinson laurenbacall lionelbarrymore clairetrevor thomasgomez harrylewis johnrodney marclawrence danseymour monteblue williamhaade beulaharchuletta luthercrockett patflaherty felipagómez jerryjerome johnlitel albertomorin johnphillips roddredwing jaysilverheels joep.smith williamwilkerson johnhuston crime drama film-noir thriller
650,Moll Flanders (1996), robinwright morganfreeman stockardchanning johnlynch brendafricker geraldinejames aislingcorcoran jimsheridan jeremybrett brittasmith cathymurphy emmamcivor mariadoylekennedy gerryan harrytowb alanstanford eileenmccloskey nicolateehan chriscurran rynagho'grady mariahayden janetmoran kieranhurley marymcevoy brendanconroy ritahamill birdysweeney brendancauldwell malwhyte barrybarnes paulhickey tomjordan charlottebradley briandesalvo brianmunn ginamoxley jonathanryan patleavy stanleytownsend tomlawlor gerrywalsh joesavino garywhelan helenemontague eileenreid brendandempsey ardalo'hanlon conorlovett teacelhines desbraiden elizabethmcknight e'denahines audreytom carolejahme courtneyking magaelmaclaughlin karenfowler katiehighfield timjefferis simonparis kathrinashine pendensham drama
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983), edwardasner patbenatar jerrybrown johnnycarson dickcavett marilynchambers sammydavisjr. loudobbs thomasdolby lindaellerbee jerryfalwell markj.goodman tedkoppel petersellers billtush godfreyreggio documentary
27731,"Cat Returns, The (Neko no ongaeshi) (2002)", chizuruikewaki yoshihikohakamada akimaeda takayukiyamada hitomisatô kentasatoi marihamada tetsuwatanabe yôsukesaitô kumikookae tetsurôtanba yôôizumi yokohonna kenyasuda annehathaway caryelwes judygreer andrewbevis kristenbell reneauberjonois andyrichter peterboyle elliottgould kristinesutherland timcurry katiacoe gregberg erinchambers robertclotworthy katcressida terridouglas courtneedraper jasonharris brianherskowitz monamarshall randallmontgomery bradleypierce dizwhite jennyandrews makotoaoki katsumichô daisukeegawa yayoikazuki yûjikishi taekomamura mitsurumiyamoto toshihironakamura toshitakashimizu tarusukeshingaki yurishiratori takayukisuzui barisuzuki atsukotanaka keikotsukamoto hikariyono hiroyukimorita adventure animation children fantasy
4890,Shallow Hal (2001), gwynethpaltrow jackblack jasonalexander joeviterelli renekirby brucemcgill anthonyrobbins susanward zengesner brookeburns robmoran joshua'li'iboy'shintani kylegass laurakightlinger nanmartin sashajosephneulinger john-eliotjordan jillchristinefitzgerald erinnbartlett fawnirish danielgreene dannymurphy brianmone bobmone dongavin lesliedeantonio libbylangdon gigimoran carylwest briannagardner mariannneary christalhandy jackieflynn saschaknopf marywigmore stevetyler dariusrucker johndennis manonvongerkan willcoogan lyndonbyers sarastout bonnieaarons lisabrounstein herbieflynn michaelcorrente rondarling annee.hodgson kellymcrorie deanr.palozej dedekinerk davidkipper sayedbadreya davidgetz jessepeter a.b.farrelly seangildea robbyjohns tiffanyburke hillarymatthews terezkocsis applekocsis sarahlopez lagenahart genelookabillsr. jackielookabill genelookabillii teddyorr lyndonorr mariawhite jimmyshay patricklyons rickyblitt kevinbiegel robbiegel ryanbiegel nicnemeth deannasjoberg heatherrosbeck monicapalumbo alinapuscau lisa-marieschneider letíciabirkheuer breanneacamondo cyndichoung briankennedy frankbabylon dannyfitzpatrick mikehurley jimmynolan stacyfuson zoëgraham katieholliday nicholehiltz ashleyb.howard marylajoinie jenniferpentecost jennifersky chelseamarguerite rustysheridan bridgetjaffers oliviarozelle danaemiller patricklynch elizabethjordan heatherkingsley joanoustifine larryschmutz marclevin brendanwebb erinwebb prestonthomas crystalweeks iviegregory jackandrade warrentashjian lorrainetashjian vahramtashjian thepalozejfamily mickhoyle rosaliefranks themeyerfamily thestumlerfamily thegenningsfamily thetilleyfamily janetkirby donkirby alexisfranek johnmugar elizabethdecherd trishellington spenceellington thewaxenfelterfamily thekatalinichfamily thezeinemannfamily mikerucker jasonpeter rossgabrielli jasonpierce patrickmerritt chrystallambert viorelcovaci nancybyers melindafarrelly camillemorrow emilyo'donnell keegano'donnell charliethomas bobkocsis hannasjoberg peteduggan daniloabreu johnstroehman rebekadobken michaelbree jimmcilvaine kimmcilvaine harryswimmer tomkocsis gaylemone robertflaherty sherryflaherty susiemarchant amandasherry charmainejohnson ashleystockard suziewilliams kelleychandler juliekelada georgekelada sagebonniehumphrey normanbeauchene billbeauchene thomasjordan kelseyjordan elizabethsadler jeffbrown tomleasca staceyleasca adamdalton colleenmoynihankilgore michaelmoynihan katherinemoynihan kathleenlajoie daniellelajoie juliewebb christopherwebb matthewwebb diannafischer docky cynthiafarrellygesner istvánkocsis billwilmot joetarabelli joanmayewski marklevine amandaforte juliearkush eevearkushmetsisto pattygondelman georgegondelman jacquelinehodgson alexmaizuss marujaaguillar mikeduffy chrisanderson lisaluze lisagabrielli jamesmcnally billrichards megsmith gregmcintosh lizmcintosh abigailkanepropst gerrycallahan terrymullany tombruderman soniastuebe brianstuebe seanmckiernan susanquirk larrygrant barbaragrant faridakhan rameshsingh marymurphy michaelmurphy kelleyschimmel rossbulla stephaniecooper valerieleeper kellycrenshaw annadings kacielangford christinalinton marymcclellon erinkennedy ericaholley katherinemccall tiffanysmith scottsmith alexandrastein tamale allisonanderson jimmybadstibner adrianabega mollybergman rachelwatersbrandt brina keribruno lonnieburchfield kathrynburns matthewburns morganclements carlacollado christinar.copeland nelsondiaz jessicanicolefife tomhohman kevinhooks meaganhooper janjackson chadkurtz kevinlapsley davidlowe blairpeery bardenrevelleiv davidrivitz amandasantos kempersease mollyshannon michaelsiu marcsoper nataliewells maegenworley danazimmer bobbyfarrelly peterfarrelly comedy fantasy romance
40870,C.R.A.Z.Y. (2005), michelcôté marc-andrégrondin danielleproulx émilevallée pierre-lucbrillant maximetremblay alexgravel natashathompson johannelebrun mariloupwolfe francisducharme hélènegrégoire michellaperrière jean-louisroux mohamedmajd claudegagnon jean-alexandrelétourneau sébastienblouin félix-antoinedespatie gabriellalancette denistrudel pauleducharme alinehooper isabellepage christianvezina anikvermette marie-yonggodbout-turgeon azizattab philippemuller jérômeaubin jean-marcvallée marie-michelleduchesne alexandreayotte mathieupelletier élizabethadam manureymond charles-édouardtanguay émilegagnon-girard olivierbénard davidvaillant hugovaillant alexandremarchand nikitajaksi yvesperreault catherineboily jonathancollins antoinecôté-potvin daviddibrienza jean-marcvallée drama
72142,Love Exposure (Ai No Mukidashi) (2008), takahironishijima hikarimitsushima sakuraandô yutakashimizu makikowatanabe hiroyukionoue atsurowatabe tasukunagaoka sôhirosawa yûkogenkaku maminakamura aratayamanaka junyaiwamoto motokiochiai sango atsushiyamanaka kôichikoshimura shingotanaka ryôichisuzuki kiyomiaratani yûyakawamura runateramoto nanamihinata yumikotomokura kunihirosuda mitsuyoishigaki kioikeda chisatokawai hirokoharada ryûtafuruya mikayasuda umiyamano ayumitakahashi kenjiterui takafumishinohara nobuhironishihara kaimiyauchi hitomiokada eriyamazaki ryôsukenagata toshimitasaki hotaruakane aikawamura masahirogondô masahirokohama yûkaarai mainakano nasubi yûsukenakayama bokukimura shigenobuyasuda kintogin jun'ichirôkishi q'taro setchinkawaya manabuyazaki misakihirata yukikurosawa aratatakase mikihayashida mayumatsuoka hiroyukiishiga kaorusawayama jyonmyonpe akirasekiguchi itsujiitao ryôiwamatsu hiroshiôguchi takaôkubo tadashiokada mitsurukuramoto jaiwest yorikodôguchi motokifukami mitsurufukikoshi usamarufuruya keisukehoribe shinjimiyadai gôayano anny juriimai hidenobutannai kazuyanarita hayato tôruamemiya fuminorishinkai hidetoshiarioka ryûshiizumi mitsuruôno sôikeno yôkamiyoshihara ayumikawashima masaruganba tetsuyakitamura masakikurusu hirotsugukobayashi shato hiroyukisakai takafumisasai kazuhisatakagi hiroyukitanaka masanahirabuki junfukunaga ryôyamamoto akiyononaka miyûnonaka rienonaka maikase sayurishirai moematsuoka asukaakane kyôka chikaiinuma asamiitakura saraichinose niinaitô chiakiura hanakookamoto naokasuga yuikatô rikakawamura mihokishimoto mitsukosatô erikasatô yurinosatô hajutakamine yûkitsutsumi nana hirokonarikawa iyohanaki mayumihidaka sayakafukaya chihirohorie yûmatsumoto harukamikami mayumimiyamoto megumimomose kyôkoyasui manayamaguchi ryôkoyokota ryanti yôkowatanabe susumuabe aimiisaka arisuitô akifumiôta ryôôta marinaoka mieokano yûkookano nagiozaki nozomikataoka yûhikatase sayakitajima yûnagotô kaorikomine mitsuekonno yûjisaeki yôsatomi biseisaburômaru minamisuzuki isaotaiheiyô akifumitakahashi minatatebayashi kiyomitanaka ayumitanabe yuinakamura jôsonnishii nobuhitohashida hisatohayashi kaemihara yukiyamamoto ayanowakimoto keisukeitô ittetsutakahashi kôichisaitô keroppîmaeda tsukika thevelvetteu marony yuzunasatomi hiroyukisatomi sumiesatomi kamuisôma hayatesôma emikosôma asukaitabashi toshiakiitabashi yûinojiri michieteruya katsuokubo hirokoitano sayakakamachi mikakokimotsuki kazukitakahashi jun'ichirôtsuge taikiwatabe norikoarai keitakemoto erikonagamine akinoriaoto kazuyamaekawa mikanogino alexpaille toshihikotanaka sionsono action comedy drama romance
116529,Stalingrad (2013), mariyasmolnikova yaninastudilina pyotrfyodorov thomaskretschmann sergeybondarchuk dmitriylysenkov andreysmolyakov alekseybarabash olegvolku heinerlauterbach polinaraykina annavonhaebler yuriynazarov mariyasittel petarzekavica dmitriykochkin georgesdevdariani philippereinhardt christophgawenda oksanabazilevich svetlanasvirko nataliyakadochnikova valentinkuznetsov romanlikhodeev aleksandrsuvorov ivandebov mikhailbogdanov evgeniylevitskiy olegtilkin maksimyakovlev kirillvaraksa nodardzhanelidze yankuzmin aleksandrpangaev aleksandrivanov yuriyutkin aleksandrpetrov sergeytrebesov nikolaypavlov sergeypetrov evgeniytsurko vladimirshagin egorkelli valeriyli igorsigov fedorbondarchuk action drama war imax
103339,White House Down (2013), channingtatum jamiefoxx maggiegyllenhaal jasonclarke richardjenkins joeyking jameswoods nicolaswright jimmisimpson michaelmurphy rachellelefevre lancereddick mattcraven jakeweber peterjacobson barbarawilliams kevinrankin garcellebeauvais falkhentschel romanoorzari jackiegeary andrewsimms catlemieux vincentleclerc andreasapergis victorcornfoot anatolyzinoviev leevilleneuve patricksabongui anthonylemke kylegatehouse yardlykavanagh andrewshaver rhyswilliams kwasisongui leniparker faberdewar brentskagford toddvanderheyden paulvandyck neilnapier ahmedmekallach raphaelgrosz-harvey chadconnell markantonykrupa patrickjohncostello ralphprosper jennifermorehouse martinthibaudeau simongouveia richardbradshaw frankcavallaro lorigraham barrymorgan andrewpeplowski timothyf.sargeant tarahschwartz danduran davidhaydn-jones janetteluu tammiesutherland seamuso'regan laurensanchez chrisschauble brookeanderson benmankiewicz johnhanstester michelgregorydagenais waronasetshwaelo schezaadausman patrickbarbeau stevebarry karenbelfo danbingham lineboutin shawncampbell colbychartrand krenclausen stéphanedargis benjamindawley-anderson karldorcin kevinframe mariogeoffrey frédéricgilles jessegomola jasongosbee marcgourdeau charlesjarman samanthakelly patrickkerton joeyklein maxlaferriere tristand.lalla ninalauren johnmacdonald sergemartineau petermiller alainmoussi mizingamwinga simonnorthwood griffino'connor louispaquette laureanadrianparau stephanparent lindsayowenpierre benoitpriest marcprimeau diezelramos shivasafari darrylscheelar danshea mélaniesimard mélodiesimard maurizioterrazzano holdenwong rolandemmerich action drama thriller imax
6533,"What's Up, Doc? (1972)", barbrastreisand ryano'neal madelinekahn kennethmars austinpendleton michaelmurphy philiproth sorrellbooke stefangierasch mabelalbertson liamdunn johnhillerman georgemorfogen grahamjarvis randyquaid m.emmetwalsh kevino'neal eleanorzee paulcondylis fredscheiwiller carlsaxe jackperkins paulb.kipilman gilperkins christalang stanross peterpauleastman ericbrotherson elainepartnow georgeburrafato jerrysummers markthompson donbexley leonardlookabaugh candicebennett seanmorgan patriciao'neal joealfasa chuckholison tomanfinsen nickborgani johnbyner donaldchaffin georgeholmes shephoughton kennerg.kemp ronkinwald brucemcbroom williamniven montyo'grady johnpedrini joepine murraypollack anthonyredondo tonyregan leodarichards billriddle hankrobinson cosmosardo dicksondergaard normanstevans bobtempleton arthurtovey johnvick erickvinther peterbogdanovich comedy
5669,Bowling for Columbine (2002), michaelmoore salvadorallende mikebradley arthura.busch georgebush georgew.bush michaelcaldwell richardcastaldo dickclark billclinton stevedavis ngodinhdiem mikeepstein joefarmer dennyfennell barryglassner dickherlan charltonheston jeremyhix ernestf.hollings jimmiehughes saddamhussein emirofkuwait amandalamante marylorenz marilynmanson danielmauser tommauser evanmccollum timothymcveigh careymcwilliams mohammedmossadegh jamesnichols terrynichols manuelnoriega tamarlaowens mohammadrezapahlavi treyparker robertj.pickell augustopinochet jeffrossen nicoleschlief davidsmith susansmith mattstone marktaylor damianw.williams jacoboárbenz deniseames johnashcroft emmabunton dickcheney alinechrétien jeanchrétien reginalddenny byrondorgan jeffdoucett r.budddwyer leonerrol mikefasolo sarahferguson carlagallo ericharris johnharris heinrichhimmler adolfhitler robhuebel brandont.jackson danielv.jones johnkerry dylanklebold joelieberman dennismorgan haroldmoss maritzamartinmunoz olivernorth emilionunez garyplauche princeandrew princecharles patrobertson chrisrock donaldrumsfeld jessicasavitch michaelmoore documentary
27373,61* (2001), barrypepper thomasjane anthonymichaelhall richardmasur brucemcgill chrisbauer jennifercrystalfoley christophermcdonald bobgunton donaldmoffat joegrifasi peterjacobson seymourcassel robertjoy michaelnouri domenicklombardozzi paulborghese bobbyhosea renéetaylor patcrowley joebuck danenorthcutt charlesesten scottconnell rebeccaklingler jonmiller camerynmcnabb brynnemcnabb richardalanbrown bobsheppard shannahlaumeisterstern randallgodwin davidcourtney shivarose mitchelledmonds scottwaara roberthunterjr. valentinolteanu davidwhalen jerrycoleman dellyount connortrinneer mattkaminsky kevinkendrick kevinpatrickkelly jdcullum seanmarquette maileflanagan daviddionisio donaldelson julietnaulin j.r.remick reubenyabuku robertcostanzo k.j.steinberg jeromezieminski timhammer e.e.bell jeffreyherman kiffvandenheuvel haynesbrooke scottwilliamson michaelgallagher conoro'farrell dickstilwell mikecarlucci alkaplon tomcandiotti andystrassberg jamesintveld dannymantle willmantle anthonymartinez brendanmccarthy briansperling justincollins kevinwensley ericorue paulambrus joearnold donovanwallace scottegan robbywelles scottbibee briansmith tedbillick gastonwurth marcshermanii jeffreydropps lukebonner travishardin mickeymantlejr. johnanton markbonto geneborthwick patrickcaporuscio michaelb.chait shelaghconley kiracoplin billycrystal davedaniels norinadavid stephendetherage davidscottdiaz chipduford richarda.eisenstein stephanieentin markfalvo paulgallo scottjoelgizicki richardgoteri danield.harris philhawn russellherschler stephaniehillier rogerlamm keithlenart chrismarquette troymartin markmcgwire williams.mcintire michaelmili andyschofield monishab.schwartz ryansharp lisasheldon sammysosa tonystef'ano cameronur corbinur thomasmichaelventimiglio joewachowski johnnyyono adamzweibel billycrystal drama
59784,Kung Fu Panda (2008), jackblack dustinhoffman angelinajolie ianmcshane jackiechan sethrogen lucyliu davidcross randalldukkim jameshong danfogler michaelclarkeduncan wayneknight kylegass jrreed laurakightlinger tanyahaden stephenkearin markosborne johnstevenson jeremyshipp melissacobb kentosborne emilyburns stephanieharvey rileyosborne kresimirmikic markosborne johnstevenson action animation children comedy imax
2728,Spartacus (1960), kirkdouglas laurenceolivier jeansimmons charleslaughton peterustinov johngavin ninafoch johnireland herbertlom johndall charlesmcgraw joannabarnes haroldj.stone woodystrode peterbrocco paullambert robertj.wilke nickdennis johnhoyt frederickworlock tonycurtis philaltman davidarmstrong johnbarton arthurbatanides paulbaxley johnbenson sharileebernath normanbishop billblackburn davidbond buffbrady donbramblett bradbrown courtneybrown jerrybrown rudybukich bobburns paule.burns pollyburson wayneburson joecanutt tapcanutt alcarmichael billcatching chuckcourtney dickcrockett humecronyn johndaheim caroldaniels tonydante dorisdarling teddecorsia terencedemarney frankdonahue marydonovan craigduncan johnnyduncan louieelias mauriceelias royengel richardfarnsworth loganfield lilafinn dukefishman charlottefletcher paulfrees robertfuller rudygermane jeannegerson seamonglass joegold haroldgoodwin solgorss marvgoux jamesgriffith jackgrinnage donnahall donhappy edithhappy bettyharford bradharris harryharveyjr. joehaworth chuckhayward vintonhayworth wayneheffley larshensen manuelherreros bobherron hallenehill charleshorvath shephoughton basilhowes bobhoy lorenjanes jiljarmyn anthonyjochim dukejohnson harryc.johnson paulkeast valleykeene petekellett kennerg.kemp hubiekerns aronkincaid desmondkoch irvin'zabo'koszewski paulkruger stubbykruger careyloftin daytonlummis clifflyons ottomalde michaelmasters joanmckellen gordonmitchell bobmorgan boyd'red'morgan rodnormond tracyolsen robertosborne daytonosmond eddieparker josephineparra harveyparry regisparton victorpaul leonardpenn gilperkins jackperkins vicperrin larryperron robertperry prestonpeterson lorriepettit eugenepoole billraisch walterraney mikeread chuckroberson georgerobotham ronnierondelljr. wallyrose frostyroyce evelynrudie autumnrussell russellsaunders aaronsaxon charlesschaeffer jimsears scottseaton billshannon alexsharp tomsteele johnstephenson robertstevenson kaystewart jerrysummers kenterrell glenthompson larrythor helenthurston johntraux donturner lilivalenty buddyvanhorn dalevansickel louisevincent petervirgo willj.white judywhitney charleswilcox billywilliams jackwilliams lyndaleewilliams carletonyoung fredzendar stanleykubrick action drama romance war
3937,Runaway (1984), tomselleck cynthiarhodes genesimmons kirstiealley stanshaw g.w.bailey joeycramer chrismulkey anne-mariemartin michaelpaulchan elizabethnorment carolteesdale jacksondavies paulbatten babschula marilynschreffler cecverrell natinobellantoni judyjohns bettyphillips andrewrhodes louisejohann stephenthorne stevewright stephene.miller bobmetcalfe davidlongworth toddduckworth moirawalley-beckett alberteggen jonbrydon rodneygage murrayord derylhayes keithmartingordey wayneyork frankserio lloydberry denniskelli richardpittman tomamundsen judim.durand deborahfallender terrencebeasor jamese.carter billyhankhooker barbaraharris carolking daamenj.krall davidmccharen amberborycki fayeyvettemcqueen robertprowse michaelcrichton sci-fi thriller
1329,Blood for Dracula (Andy Warhol's Dracula) (1974), joedallesandro udokier vittoriodesica maximemckendry arnojürging milenavukotic dominiquedarel stefaniacasini silviadionisio innaalexeievna gilcagne emicalifri eleonorazani giorgiodolfin stefanooppedisano romanpolanski paulmorrissey horror
7834,After the Thin Man (1936), williampowell myrnaloy jamesstewart elissalandi josephcalleia jessieralph alanmarshal teddyhart samlevene pennysingleton williamlaw georgezucco paulfix asta mrs.asta jackadair eadieadams erniealexander eddieallen murrayalper charlesarnt willaubrey vincebarnett william'billy'benedict jamesblaine jimmyblair philbloom wardbond jimmybrewster donaldbriggs harlanbriggs ralphbrooks williamburgess joecaits jamescarlisle noble'kid'chissell phylliscoghlan irenecoleman heinieconklin baldwincooke edithcraig richardcramer jackdaley edgardearing jimmydime cecilelliott frankfanning charlesfogel lloydford chestergan marygordon maudeturnergordon williamgould fredgraham jessegraves jackgrey georgeguhl benhall sherryhall lewharvey samhayes allen'farina'hoskins arthurhousman etheljackson michaeljeffers johnkelly edithkingdon clarencekolb jeanlaverty hallesueur harryleroy carlm.leviness bertlindley richardloo jimmielucas tommcguire patmckee charlesmcmurphy hansmoebus rogermoore suemoore kewpiemorgan bobmurphy jacknorton paddyo'flynn frankotto harveyparry leephelps joephillips thomaspogue richardpowell paulpower jackraymond georgereed jackrichardson tomricketts cyrilring jeanieroberts clairerochelle constantineromanoff dickrush fredsantley bertscott marionsheldon aliceh.smith janetalent georgetaylor zeffietilbury edithtrivers charlestrowbridge harrytyler guyusher montevandergrift dorothyvaughan lucilleward bobbywatson normanwillis ericwilton williamworthington w.s.vandyke comedy crime mystery romance
2405,"Jewel of the Nile, The (1985)", michaeldouglas kathleenturner dannydevito spyrosfokas avnereisenberg pauldavidmagid howardjaypatterson randalledwinnelson samuelrosswilliams timothydanielfurst hamidfillali hollandtaylor guycuevas peterdepalma markdalyrichards sadekecolobanane hyacinthen'iaye danielpeacock benyahimahed alaouihassen makoulaahmed akasbymohamed zaouiaabdelmajid tedbuffington floraalberti patriciadavidson ziraouimustapha bajiabdelmajid kachelamohammed mohamedattifi benabadimohammedfillali abdullatifhilal carlomartini hamidaittimaghrit omerocapanna lewisteague action adventure comedy romance
65802,Paul Blart: Mall Cop (2009), kevinjames keiro'donnell jaymamays rainirodriguez shirleyknight stephenrannazzisi petergerety bobbycannavale adamferrara jamalmixon adhirkalyan erickavari garyvalentine allencovert mikevallely mikeescamilla jasonellis jasonpackham rickthorne victorlopez nataschahopkins jackiesandler mookiebarker jackieflynn richieminervini briehillarbaugh berniemcinerney steffianadelacruz dylanclarkmarshall tylerspindel basrutten teresazantua dahliasalem zeleavradopoulos mariaarcé robertharvey billyconcha michaelburton carlrandall carlaantonino rubywendell lindsaymacdonald donnagleereim cindialex jasonamherst dalef.appel joelarsenault stephanieatkinson jamieleababineau amberbaldinelli ellenbecker-gray stevebertorelli williambornkessel brianbradbury jodiebrunelle mikeburton katelyncahill patrickcanty giocastellano chemiche-mponda desireeaprilconnolly jeffreycorazzini d.w.cormier dianecurran nicholasdavis kevindecoste michaeldemello hannahdepew frankdurant vincentj.earnshaw suzanneengland susanfarese keithfluker shawnfogarty andyforgit sarigagnon davidj.garfield suzannegillies albertgornie robw.gray danegrigas sophyagudelman teresahaney codyharter patrickmelhayes benjaminhealy mattheron-duranti markhetherington louisholmes frankieimbergamo haythamkandil seamusknight renknopf lynnl'heureux danmarshall andrewjmcguinness toddmello wayner.miller jasonmulcahy ronmurphy scottneufville chrispalermo aaronj.patton antoniaputiloff nikkirapp kathleenregan alanresnic brieannrich michaelrich nicholasrich bradleyrobinson maxrobinson jessicarockwood garyroscoe ericryan stevescarfo courtneysilveira-freeman catesmit gustinsmith ylianalfarosnyder jonrobertstafford vyvianb.stevens stream davidstruffolino aarontourigny georgej.vezina donaldwarnock jonwarnock mikewendt g.a.west kentr.williams susanwilson darrylwooten stevecarr action comedy crime
4852,Bones (2001), snoopdogg pamgrier michaelt.weiss cliftonpowell rickyharris biancalawson khalilkain merwinmondesir seanamsing katharineisabelle ronselmour deezerd garikayimutambirwa erinwright joshbyer kirbymorrow ellenewusie lyndaboyd boyanvukelic marcusmoldowan mavisd'andrade colinfoo emyaneke randyschooley traceyclassen donnylucas shanelnelson-murray chaynadeknowles brittanymoldowan helenayea gladysphillip d.harlancutshall carlosjoecosta jenilegon chakawhite keithprovost brantleybush lindachow charlesjonesjr. victorformosa alinakaufman jonathanmubanda dannywaugh ernestr.dickerson horror
68932,"Soloist, The (2009)", jamiefoxx robertdowneyjr. catherinekeener tomhollander lisagayhamilton nelsanellis rachaelharris stephenroot lorrainetoussaint justinmartin kokayiampah patricktatten susanelee marcosdesilvas iliavolok michaelbunin mikenowak jenamalone octaviaspencer davidjeanthomas lemonandersen kevinmichaelkey moyabrady orlandoashley artelgreat j.j.boone anniemcknight bernadettespeakes annalevin stevefoster viviangeorge kevincohen courtneyandre terihughes lindaharris albertolson melissablack valariehudspeth darrylblacksr. kianaparker hazardbanner russellbrown kennethhenry jacquelinesuewest joyremanuel lorindahawkinssmith annettevalley patrickkelly quianafarrow tonygenaro charlieweirauch waynelopez joehernandez-kolski noelgugliemi paulcruz wilgarret halberthernandez alejandropatiño karoleselmon robnagle patriciaplace ralphcolejr. gladyskhan palmalawrencereed isabelhubmann bonitajefferson eshanao'neal myiahubbard iyannanewborn bronwynhardy troyblendell nicknervies paulnorwood donabernathy justinaguila rioahn meggananderson juliaannabarrios laurabeckner mattbesser elenanikitinabick kimberlybishop petebrown joshuacabrera gerrycarbajal jasoncekanski mikecochrane davidcohen ingridcoree bridgetcoulter elised'orazio dobydaenger youlandadavis aureliusdibarsanti bonitadorssom johnnydrocco windyduncan pauledney s.zevesquenazi angelafeatherstone laurene.gates marissaghavami paulgrace alangray paulgreenberg nancyguerriero lejlahadzimuratovic justinrodgershall richardhansen terrihughes peteilarius chaseyjames pauljeans christopherkarljohnson sisokamburov edwardkiniry-ostro adamknapp francescakortesmaki theresekortesmaki kittykreidler heatherlabella hallielambert michelalansing kirstenlea karenlevine janayalogan wallylozano patrickmackellan michaelmaddigan rickymarciano laurensuzannemartin jennifermcgraw paulmcmichael georgemeyers gabrielmorales samanthanunley joelpargman tiffanypulvino franklinruehl paulhobsonsadler esa-pekkasalonen julessanchez sharonsavene thierrysegall ericshackelford hollysherman garysievers kortneesimmons arnestarr jeffsutherland aprilmariethomas ginatleel karmyntyler maggiewagner troywilliams joewright drama musical
8712,My Favorite Wife (1940), irenedunne carygrant randolphscott gailpatrick annshoemaker scottybeckett marylouharrington donaldmacbride hugho'connell granvillebates pedrodecordoba jeanacker murrayalper leonbelasco joecabrillas billcartledge chesterclute corky francocorsaro florencedudley halgerard roqueguinart earlehodgins ednaholland thelmajoel cykendall donaldkerr maxlinder ellenlowe margaritamartín horacemcmahon suemoore bertmoorhouse clivemorgan georgenoisom bobreeves cyrilring ronaldr.rondell mattyroubert elischmudkler russellwade patwest garsonkanin comedy romance
2712,Eyes Wide Shut (1999), tomcruise nicolekidman madisoneginton jackiesawiris sydneypollack leslielowe peterbenson toddfield michaeldoven skydumont louisej.taylor stewartthorndike randallpaul juliennedavis lisaleone kevinconnealy marierichardson thomasgibson marianahewett danrollman gavinparry chrispare adamlias christianclarke kylewhitcombe garygoba vinessashaw florianwindorfer radeserbedzija togoigawa eijikusuhara leeleesobieski samdouglas angusmacinnes abigailgood brianw.cook leonvitali carmelamarner alancumming faymasterson phildavies cindydolenc clarkhayes trevaetienne colinangus karlaashley katecharman jamesdemaria tonydesergio janiedickens laurafallace vanessafenton georginafinch petergodwin joannaheath leehenshaw ateekapoole adampudney sharonquinn bendesaumserez emmalousharratt paulspelling matthewthompson dantravers russelltrigg katewhalin jersondavidambion shelsieblake cateblanchett emiliod'alessandro jeremydavidson pauldesbois donnaewin sommergarcia treshanley samheydon alexhobbs christianekubrick katharinakubrick taylormurphy stanleykubrick drama mystery thriller
5569,"Last House on the Left, The (1972)", sandrapeabody lucygrantham davidhess fredj.lincoln jeramierain marcsheffler richardtowers cynthiacarr adawashington marshallanker martinkove rayedwards jonathancraven anthonyj.forcelli steveminer wescraven crime horror thriller
4153,Down to Earth (2001), chrisrock reginaking chazzpalminteri eugenelevy frankiefaison markaddy greggermann jennifercoolidge wandasykes johncho mariojoyner bryettacalloway marthachaves brianrhodes herblovelle kedarbrown adamdannheisser malcolmdevine collettewilson maieshamcqueen robinmontague hollieharper scottwickware jacknewman williamlynn leahmiller davidhuband woodroww.asai lazalonso dennist.carnegie arnoldpinnock davidm.rodriguez lindakuriloff gwenstewart chrisausnit maryburton jernardburks clemmoorman hollisgranville mung-lingtsui paulettesinclair alileroi reginaldfootman michaelport colinfox paulhecht jackjessop kennyrobinson marykatelaw rogerkugler romatorre harlinc.kearsley danduran nicoleblythe tishacampbell jimmydellavalle brotheredendouglas frankfalcone darrylreubenhall telmahopkins mandyleejones davelljowens justinperoff kristenross paulscannapieco mustafashakir albertosuarez chrisweitz paulweitz comedy fantasy romance
7743,Explorers (1985), ethanhawke riverphoenix jasonpresson bradleygregg georgolden chanceschwass amandapeterson dannynucci danaivey taliesinjaffe jamescromwell brookebundy triciabartholome ericluke robertpicardo karenmayo-chandler robertf.boyle johnp.navinjr. maryhillstead simoneblue meshachtaylor dickmiller leslierickert frankwelker frednewman joangerber belindabalaski rogerbehr rogerpeltz neilross marilynschreffler billratner janekean bobholt jaystewart johnforker marykayplace joedante adventure children sci-fi
